sku,status,record_state,title_full,title_short,code_short,ensemble,scoring,format,price_net,price_gross,tags,source_title_xlsx,source_title_wix,source_title_erp,conflict_flags,conflict_notes
XW-442.1,review,EXTERNAL_ONLY,Vorgestern,Vorgestern,VORGESTERN,,,DIGITAL,18.09,19.90,,,,Vorgestern,NOT_IN_XLSX_SOT,
XW-443,review,EXTERNAL_ONLY,Champions League-Fanfare,Champions League-Fanfare,CHAMPIONS_LEAGUE_FANFARE,,,PHYSICAL,19.91,21.90,B2B,,Champions League - Fanfare,Champions League-Fanfare,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=21.90"
XW-443.2,review,EXTERNAL_ONLY,Champions League-Fanfare,Champions League-Fanfare,CHAMPIONS_LEAGUE_FANFARE,,,PHYSICAL,22.64,24.90,,,,Champions League-Fanfare,NOT_IN_XLSX_SOT,
XW-444,review,EXTERNAL_ONLY,Aeronauten-Marsch,Aeronauten-Marsch,AERONAUTEN_MARSCH,,,PHYSICAL,19.91,21.90,,,,Aeronauten-Marsch,NOT_IN_XLSX_SOT,
XW-445,review,EXTERNAL_ONLY,Gabriella's Song,Gabriella's Song,GABRIELLA_S_SONG,,,PHYSICAL,22.64,24.90,,,,Gabriella's Song,NOT_IN_XLSX_SOT,
XW-446.2,review,EXTERNAL_ONLY,The Lion sleeps tonight,The Lion sleeps tonight,THE_LION_SLEEPS_TONIGHT,,,PHYSICAL,22.64,24.90,,,,The Lion sleeps tonight,NOT_IN_XLSX_SOT,
XW-447.2,review,EXTERNAL_ONLY,Kannst du Knödel kochen,Kannst du Knödel kochen,KANNST_DU_KNOEDEL_KOCHEN,,,PHYSICAL,22.64,24.90,,,,Kannst du Knödel kochen,NOT_IN_XLSX_SOT,
XW-448,review,EXTERNAL_ONLY,Entschwunden,Entschwunden,ENTSCHWUNDEN,,,PHYSICAL,22.64,24.90,,,,Entschwunden,NOT_IN_XLSX_SOT,
XW-449,review,EXTERNAL_ONLY,6 kleine Stücke... / A.Wieder,6 kleine Stücke... / A.Wieder,6_KLEINE_STUECKE_A_WIEDER,,,PHYSICAL,22.64,24.90,,,,6 kleine Stücke... / A.Wieder,NOT_IN_XLSX_SOT,
XW-450,review,EXTERNAL_ONLY,Trag mi Wind,Trag mi Wind,TRAG_MI_WIND,,,PHYSICAL,25.36,27.90,B2B,,"Trag mi, Wind",Trag mi Wind,NOT_IN_XLSX_SOT,
XW-4502,live,ACTIVE,Boot Ouverture,Boot Ouverture,BOOT_OUVERTURE,,,PHYSICAL,22.64,24.90,B2B,Boot Ouverture,Das Trojanische Boot,Boot Ouverture,TITLE_DRIFT,WIX title differs
XW-4506.1,live,ACTIVE,Hungarische Schnapsodie [7-stimmig],Hungarische Schnapsodie [7st],HUNGARISCHE_SCHNAPSODIE_7ST,,7-stimmig,PHYSICAL,22.64,24.90,B2B,Hungarische Schnapsodie 7tett,Hungarische Schnapsodie [7-stimmig],Hungarische Schnapsodie,TITLE_DRIFT,ERP title differs
XW-4506.2,live,ACTIVE,Hungarische Schnapsodie [5-stimmig],Hungarische Schnapsodie [5st],HUNGARISCHE_SCHNAPSODIE_5ST,,5-stimmig,PHYSICAL,19.00,20.90,B2B,Hungarische Schnapsodie 5tett,Hungarische Schnapsodie [5-stimmig],Hungarische Schnapsodie,TITLE_DRIFT,ERP title differs
XW-451,review,EXTERNAL_ONLY,Marsch der Welt [8tett] [8-stimmig],Marsch der Welt [8tett] [8st],MARSCH_DER_WELT_8TETT_8ST,,8-stimmig,PHYSICAL,29.00,31.90,B2B,,Marsch der Welt,Marsch der Welt [8tett],NOT_IN_XLSX_SOT,
XW-4512,live,ACTIVE,Der lustige Bua,Der lustige Bua,DER_LUSTIGE_BUA,,,PHYSICAL,17.18,18.90,B2B,Der lustige Bua,Der lustige Bua,Der lustige Bua,PRICE_DRIFT_ERP,"ERP net=19.91, master net=17.18"
XW-4516,live,ACTIVE,Mnoschil [Blasmusik Supergroup] [5-stimmig],Mnoschil [BSG] [5st],MNOSCHIL_BSG_5ST,Blasmusik Supergroup,5-stimmig,PHYSICAL,17.18,18.90,B2B,Mnoschil,Mnoschil [5-stimmig] || Mnoschil,Mnoschil,DUPLICATE_WIX_SKU|TITLE_DRIFT,Wix SKU appears 2x; WIX title differs
XW-4519,live,ACTIVE,Hopfen & Malser Weisenbl.,Hopfen & Malser Weisenbl.,HOPFEN_UND_MALSER_WEISENBL,,,PHYSICAL,17.18,18.90,B2B,Hopfen & Malser Weisenbl.,Hopfen und Malser Weisenbläsermarsch,Hopfen & Malser Weisenbl.,TITLE_DRIFT,WIX title differs
XW-452,review,EXTERNAL_ONLY,Well Done,Well Done,WELL_DONE_P,,,PRINT_AT_HOME,25.36,27.90,B2B,,Well Done,Well Done,NOT_IN_XLSX_SOT,
XW-4526,live,ACTIVE,Hansipolka,Hansipolka,HANSIPOLKA,,,PHYSICAL,19.91,21.90,B2B,Hansipolka,Hansipolka,Hansipolka,PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=21.90"
XW-453,review,EXTERNAL_ONLY,Ana für's Herz,Ana für's Herz,ANA_FUER_S_HERZ,,,PHYSICAL,25.36,27.90,B2B,,Ana für's Herz,Ana für's Herz,NOT_IN_XLSX_SOT,
XW-4531,live,ACTIVE,Tango,Tango,TANGO,,,PHYSICAL,22.64,24.90,B2B,Tango,Tango,Tango,PRICE_DRIFT_WIX,"Wix gross=27.90, master gross=24.90"
XW-4535,live,ACTIVE,Der Lippenfresser,Der Lippenfresser,DER_LIPPENFRESSER,,,PHYSICAL,22.64,24.90,B2B,Der Lippenfresser,Der Lippenfresser,Der Lippenfresser,PRICE_DRIFT_WIX,"Wix gross=27.90, master gross=24.90"
XW-4539,live,ACTIVE,Ich bin der Welt abhanden gek.,Ich bin der Welt abhanden gek.,ICH_BIN_DER_WELT_ABHANDEN_GE,,,PHYSICAL,22.64,24.90,B2B,Ich bin der Welt abhanden gek.,Ich bin der Welt abhanden gekommen,Ich bin der Welt abhanden gek.,TITLE_DRIFT|PRICE_DRIFT_WIX,"WIX title differs; Wix gross=27.90, master gross=24.90"
XW-454,review,EXTERNAL_ONLY,Komische Polka,Komische Polka,KOMISCHE_POLKA,,,PHYSICAL,25.36,27.90,B2B,,Komische Polka,Komische Polka,NOT_IN_XLSX_SOT,
XW-455,review,EXTERNAL_ONLY,Auf der Brandlhütt'n,Auf der Brandlhütt'n,AUF_DER_BRANDLHUETT_N,,,PHYSICAL,25.36,27.90,B2B,,Auf da Brandlhütt'n,Auf der Brandlhütt'n,NOT_IN_XLSX_SOT,
XW-456,review,EXTERNAL_ONLY,Musette,Musette,MUSETTE,,,PHYSICAL,22.64,24.90,B2B,,Musette,Musette,NOT_IN_XLSX_SOT,
XW-4562,live,ACTIVE,Gruß an Schloss Weissenstein,Gruß an Schloss Weissenstein,GRUSS_AN_SCHLOSS_WEISSENSTEI,,,PHYSICAL,19.91,21.90,B2B,Gruß an Schloss Weissenstein,Gruß an Schloss Weissenstein,Gruß an Schloss Weissenstein,PRICE_DRIFT_WIX,"Wix gross=24.90, master gross=21.90"
XW-4564,live,ACTIVE,Hupfidbupf,Hupfidbupf,HUPFIDBUPF,,,PHYSICAL,17.18,18.90,B2B,Hupfidbupf,Hupfdibupf,Hupfidbupf,TITLE_DRIFT,WIX title differs
XW-457,review,EXTERNAL_ONLY,Cabernet Polka,Cabernet Polka,CABERNET_POLKA,,,PHYSICAL,25.36,27.90,B2B,,Cabernet Polka,Cabernet Polka,NOT_IN_XLSX_SOT,
XW-4572,live,ACTIVE,Praeludium Nr. 22,Praeludium Nr. 22,PRAELUDIUM_NR_22,,,PHYSICAL,17.18,18.90,B2B,Praeludium Nr. 22,Praeludium Nr. 22 (BWV 867),Praeludium Nr. 22,TITLE_DRIFT,WIX title differs
XW-458,review,EXTERNAL_ONLY,Allemanda,Allemanda,ALLEMANDA,,,PHYSICAL,19.91,21.90,B2B,,Allemanda,Allemanda,NOT_IN_XLSX_SOT,
XW-4583,live,ACTIVE,"Petit mari, petite femme","Petit mari, petite femme",PETIT_MARI_PETITE_FEMME,,,PHYSICAL,25.36,27.90,B2B,"Petit mari, petite femme","Petit mari, petite femme","Petit mari, petite femme",PRICE_DRIFT_ERP,"ERP net=39.00, master net=25.36"
XW-500.01,live,ACTIVE,Christkindl-Hits,Christkindl-Hits,Christkindl-Hits,,,DIGITAL,5.00,5.50,,Div Bestellungen MusikHeroes digital,,Bestellungen digital MusikHeroes,TITLE_DRIFT,ERP title differs
XW-500.03,review,EXTERNAL_ONLY,Playalongs MusikHeroes - Playalongs,#None PA,#None_PA,,,PLAYALONG,5.00,5.50,,,,Playalongs MusikHeroes,NOT_IN_XLSX_SOT,
XW-501.01,live,ACTIVE,Christkindl-Hits #1 - Trompete,CKH#1 TRP,CKH#1_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Christkindl-Hits #1 TRP,Christkindl-Hits #1 - Trompete,Christkindl-Hits #1 TRP,FNSKU_NOT_IN_REPORT,
XW-501.02,live,ACTIVE,Christkindl-Hits #1 - Posaune,CKH#1 POS,CKH#1_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Christkindl-Hits #1 POS,Christkindl-Hits #1 - Posaune,Christkindl-Hits #1 POS,FNSKU_NOT_IN_REPORT,
XW-501.03,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in B (tief),CKH#1 2B-t,CKH#1_2B-t,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (tief),,ZST CKH #1 - 2.Stimme B,TITLE_DRIFT,ERP title differs
XW-501.03-P,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in B (tief),CKH#1 2B-t,CKH#1_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (tief) 🖨️,Christkindl-Hits #1 / 2.Stimme in B (tief) [PRINT],ZST CKH#1_2B-tief,TITLE_DRIFT,ERP title differs
XW-501.04,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in C,CKH#1 2C,CKH#1_2C,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in C,,ZST CKH #1 - 2.Stimme C,TITLE_DRIFT,ERP title differs
XW-501.04-P,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in C,CKH#1 2C,CKH#1_2C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in C 🖨️,Christkindl-Hits #1 / 2.Stimme in C [BS] [PRINT],ZST CKH#1_2C [BS],TITLE_DRIFT,ERP title differs
XW-501.05,live,ACTIVE,Christkindl-Hits #1 - Begleitstimme in C,CKH#1 Begl-C,CKH#1_Begl-C,,,DIGITAL,5.00,5.50,,#1 Begleitstimme in C,,ZST CKH #1 - Begl. C,TITLE_DRIFT,ERP title differs
XW-501.05-P,live,ACTIVE,Christkindl-Hits #1 - Begleitstimme in C,CKH#1 Begl-C,CKH#1_Begl-C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Begleitstimme in C 🖨️,Christkindl-Hits #1 / Begleitstimme in C [PRINT],ZST CKH#1_LS,TITLE_DRIFT,ERP title differs
XW-501.06,live,ACTIVE,Christkindl-Hits #1 - Playalongs Trompete,CKH#1 PA TRP,CKH#1_PA-TRP,,,PLAYALONG,5.00,5.50,,#1 Playalongs TRP,,Playalongs CKH#1 TRP,TITLE_DRIFT,ERP title differs
XW-501.07,live,ACTIVE,Christkindl-Hits #1 - Playalongs Posaune,CKH#1 PA POS,CKH#1_PA-POS,,,PLAYALONG,5.00,5.50,,#1 Playalongs POS,,Playalongs CKH#1 POS,TITLE_DRIFT,ERP title differs
XW-501.12,live,ACTIVE,Christkindl-Hits #1 - Playalongs in C,CKH#1 PA in C,CKH#1_PA-in C,,,PLAYALONG,5.00,5.50,,#1 Playalongs in C,,Playalongs CKH#1 in C,TITLE_DRIFT,ERP title differs
XW-501.13,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in B (hoch),CKH#1 2B-h,CKH#1_2B-h,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (hoch),,ZST CKH#1 - 2.St. B hoch,TITLE_DRIFT,ERP title differs
XW-501.13-P,live,ACTIVE,Christkindl-Hits #1 - 2. Stimme in B (hoch),CKH#1 2B-h,CKH#1_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (hoch) 🖨️,Christkindl-Hits #1 / 2.Stimme in B (hoch) [PRINT],ZST CKH#1_2B-hoch,TITLE_DRIFT,ERP title differs
XW-511.01,live,ACTIVE,Ohrwürmer #1 - Trompete,OW#1 TRP,OW#1_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #1 TRP,Ohrwürmer #1 - Trompete,Ohrwürmer #1 TRP,FNSKU_NOT_IN_REPORT,
XW-511.02,live,ACTIVE,Ohrwürmer #1 - Posaune,OW#1 POS,OW#1_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #1 POS,Ohrwürmer #1 - Posaune,Ohrwürmer #1 POS,FNSKU_NOT_IN_REPORT,
XW-511.03,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in B (tief),OW#1 2B-t,OW#1_2B-t,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (tief),,ZST OW #1 - 2.Stimme B,TITLE_DRIFT,ERP title differs
XW-511.03-P,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in B (tief),OW#1 2B-t,OW#1_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (tief) 🖨️,Ohrwürmer #1 / 2.Stimme in B (tief) [PRINT],ZST OW#1_2B-tief,TITLE_DRIFT,ERP title differs
XW-511.04,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in C,OW#1 2C,OW#1_2C,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in C,,ZST OW #1 - 2.Stimme C,TITLE_DRIFT,ERP title differs
XW-511.04-P,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in C,OW#1 2C,OW#1_2C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in C 🖨️,Ohrwürmer #1 / 2.Stimme in C [BS] [PRINT],ZST OW#1_2C [BS],TITLE_DRIFT,ERP title differs
XW-511.05,live,ACTIVE,Ohrwürmer #1 - Begleitstimme in C,OW#1 Begl-C,OW#1_Begl-C,,,DIGITAL,5.00,5.50,,#1 Begleitstimme in C,,ZST OW #1 - Begl. C,TITLE_DRIFT,ERP title differs
XW-511.05-P,live,ACTIVE,Ohrwürmer #1 - Begleitstimme in C,OW#1 Begl-C,OW#1_Begl-C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Begleitstimme in C 🖨️,Ohrwürmer #1 / Begleitstimme in C [PRINT],ZST OW#1_LS,TITLE_DRIFT,ERP title differs
XW-511.06,live,ACTIVE,Ohrwürmer #1 - Playalongs Trompete,OW#1 PA TRP,OW#1_PA-TRP,,,PLAYALONG,5.00,5.50,,#1 Playalongs TRP,,Playalongs OW #1 TRP,TITLE_DRIFT,ERP title differs
XW-511.07,live,ACTIVE,Ohrwürmer #1 - Playalongs Posaune,OW#1 PA POS,OW#1_PA-POS,,,PLAYALONG,5.00,5.50,,#1 Playalongs POS,,Playalongs OW #1 POS,TITLE_DRIFT,ERP title differs
XW-511.08,live,ACTIVE,Ohrwürmer #1 - F-Tuba,OW#1 FTB,OW#1_FTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #1 FTB,Ohrwürmer #1 - F-Tuba,Ohrwürmer #1 FTB,FNSKU_NOT_IN_REPORT,
XW-511.10,live,ACTIVE,Ohrwürmer #1 - Playalongs F-Tuba,OW#1 PA FTB,OW#1_PA-FTB,,,PLAYALONG,5.00,5.50,,#1 Playalongs FTB,,Playalongs OW#1 FTB,TITLE_DRIFT,ERP title differs
XW-511.11,live,ACTIVE,Ohrwürmer #1 - Playalongs B-Tuba,OW#1 PA BTB,OW#1_PA-BTB,,,PLAYALONG,5.00,5.50,,#1 Playalongs BTB,,Playalongs OW#1 BTB,TITLE_DRIFT,ERP title differs
XW-511.12,live,ACTIVE,Ohrwürmer #1 - Playalongs in C,OW#1 PA in C,OW#1_PA-in C,,,PLAYALONG,5.00,5.50,,#1 Playalongs in C,,Playalongs OW#1 in C,TITLE_DRIFT,ERP title differs
XW-511.13,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in B (hoch),OW#1 2B-h,OW#1_2B-h,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (hoch),,ZST OW#1- 2.St. B hoch,TITLE_DRIFT,ERP title differs
XW-511.13-P,live,ACTIVE,Ohrwürmer #1 - 2. Stimme in B (hoch),OW#1 2B-h,OW#1_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (hoch)  🖨️,Ohrwürmer #1 / 2.Stimme in B (hoch) [PRINT],ZST OW#1_2B-hoch,TITLE_DRIFT,ERP title differs
XW-512.01,live,ACTIVE,Ohrwürmer #2 - Trompete,OW#2 TRP,OW#2_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #2 TRP,Ohrwürmer #2 - Trompete,Ohrwürmer #2 TRP,FNSKU_NOT_IN_REPORT,
XW-512.02,live,ACTIVE,Ohrwürmer #2 - Posaune,OW#2 POS,OW#2_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #2 POS,Ohrwürmer #2 - Posaune,Ohrwürmer #2 POS,FNSKU_NOT_IN_REPORT,
XW-512.03,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in B (tief),OW#2 2B-t,OW#2_2B-t,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (tief),,ZST OW #2 - 2.Stimme B,TITLE_DRIFT,ERP title differs
XW-512.03-P,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in B (tief),OW#2 2B-t,OW#2_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (tief) 🖨️,Ohrwürmer #2 / 2.Stimme in B (tief) [PRINT],Ohrwürmer #2,TITLE_DRIFT,ERP title differs
XW-512.04,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in C,OW#2 2C,OW#2_2C,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in C,,ZST OW #2 - 2.Stimme C,TITLE_DRIFT,ERP title differs
XW-512.04-P,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in C,OW#2 2C,OW#2_2C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in C 🖨️,Ohrwürmer #2 / 2.Stimme in C [BS] [PRINT],ZST OW#2_2C [BS],TITLE_DRIFT,ERP title differs
XW-512.05,live,ACTIVE,Ohrwürmer #2 - Begleitstimme in C,OW#2 Begl-C,OW#2_Begl-C,,,DIGITAL,5.00,5.50,,#2 Begleitstimme in C,,ZST OW #2 - Begl. C,TITLE_DRIFT,ERP title differs
XW-512.05-P,live,ACTIVE,Ohrwürmer #2 - Begleitstimme in C,OW#2 Begl-C,OW#2_Begl-C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Begleitstimme in C 🖨️,Ohrwürmer #2 / Begleitstimme in C [PRINT],ZST OW#2_LS,TITLE_DRIFT,ERP title differs
XW-512.06,live,ACTIVE,Ohrwürmer #2 - Playalongs Trompete,OW#2 PA TRP,OW#2_PA-TRP,,,PLAYALONG,5.00,5.50,,#2 Playalongs TRP,,Playalongs OW#2 TRP,TITLE_DRIFT,ERP title differs
XW-512.07,live,ACTIVE,Ohrwürmer #2 - Playalongs Posaune,OW#2 PA POS,OW#2_PA-POS,,,PLAYALONG,5.00,5.50,,#2 Playalongs POS,,Playalongs OW#2 POS,TITLE_DRIFT,ERP title differs
XW-512.08,live,ACTIVE,Ohrwürmer #2 - F-Tuba,OW#2 FTB,OW#2_FTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #2 FTB,Ohrwürmer #2 - F-Tuba,Ohrwürmer #2 FTB,FNSKU_NOT_IN_REPORT,
XW-512.09,live,ACTIVE,Ohrwürmer #2 - B-Tuba,OW#2 BTB,OW#2_BTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Ohrwürmer #2 BTB,Ohrwürmer #2 - B-Tuba,Ohrwürmer #2 BTB,FNSKU_NOT_IN_REPORT,
XW-512.10,live,ACTIVE,Ohrwürmer #2 - Playalongs F-Tuba,OW#2 PA FTB,OW#2_PA-FTB,,,PLAYALONG,5.00,5.50,,#2 Playalongs FTB,,Playalongs OW#2 FTB,TITLE_DRIFT,ERP title differs
XW-512.11,live,ACTIVE,Ohrwürmer #2 - Playalongs B-Tuba,OW#2 PA BTB,OW#2_PA-BTB,,,PLAYALONG,5.00,5.50,,#2 Playalongs BTB,,Playalongs OW#2 BTB,TITLE_DRIFT,ERP title differs
XW-512.12,live,ACTIVE,Ohrwürmer #2 - Playalongs in C,OW#2 PA in C,OW#2_PA-in C,,,PLAYALONG,5.00,5.50,,#2 Playalongs in C,,Playalongs OW#2 in C,TITLE_DRIFT,ERP title differs
XW-512.13,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in B (hoch),OW#2 2B-h,OW#2_2B-h,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (hoch),,ZST OW#2- 2.St. B hoch,TITLE_DRIFT,ERP title differs
XW-512.13-P,live,ACTIVE,Ohrwürmer #2 - 2. Stimme in B (hoch),OW#2 2B-h,OW#2_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (hoch) 🖨️,Ohrwürmer #2 / 2.Stimme in B (hoch) [PRINT],ZST OW#2_2B-hoch,TITLE_DRIFT,ERP title differs
XW-512.17,live,ACTIVE,Ohrwürmer #2 - Playalongs Horn,OW#2 PA HRN,OW#2_PA-HRN,,,PLAYALONG,5.14,5.65,,#2 Playalongs HRN,,Playalongs Ohrwürmer #2 HORN,TITLE_DRIFT,ERP title differs
XW-521.01,live,ACTIVE,Tanzl & G'stanzl #1 - Trompete,T&G#1 TRP,T&G#1_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #1 TRP,Tanzl&G'stanzl #1 - Trompete,Tanzl & G'stanzl #1 TRP,FNSKU_NOT_IN_REPORT,
XW-521.02,live,ACTIVE,Tanzl & G'stanzl #1 - Posaune,T&G#1 POS,T&G#1_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #1 POS,Tanzl&G'stanzl #1 - Posaune,Tanzl & G'stanzl #1 POS,FNSKU_NOT_IN_REPORT,
XW-521.03,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in B (tief),T&G#1 2B-t,T&G#1_2B-t,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (tief),,ZST T&G #1 - 2.Stimme B,TITLE_DRIFT,ERP title differs
XW-521.03-P,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in B (tief),T&G#1 2B-t,T&G#1_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (tief) 🖨️,Tanzl&G'stanzl #1 / 2.Stimme in B (tief) [PRINT],ZST T&G#1_2B-tief,TITLE_DRIFT,ERP title differs
XW-521.04,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in C,T&G#1 2C,T&G#1_2C,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in C,,ZST T&G #1 - 2.Stimme C,TITLE_DRIFT,ERP title differs
XW-521.04-P,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in C,T&G#1 2C,T&G#1_2C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in C 🖨️,Tanzl&G'stanzl #1 / 2.Stimme in C [BS] [PRINT],ZST T&G#1_2C [BS],TITLE_DRIFT,ERP title differs
XW-521.05,live,ACTIVE,Tanzl & G'stanzl #1 - Begleitstimme in C,T&G#1 Begl-C,T&G#1_Begl-C,,,DIGITAL,5.00,5.50,,#1 Begleitstimme in C,,ZST T&G #1 - Begl. C,TITLE_DRIFT,ERP title differs
XW-521.05-P,live,ACTIVE,Tanzl & G'stanzl #1 - Begleitstimme in C,T&G#1 Begl-C,T&G#1_Begl-C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Begleitstimme in C 🖨️,Tanzl&G'stanzl #1 / Begleitstimme in C [PRINT],ZST T&G#1_LS,TITLE_DRIFT,ERP title differs
XW-521.06,live,ACTIVE,Tanzl & G'stanzl #1 - Playalongs Trompete,T&G#1 PA TRP,T&G#1_PA-TRP,,,PLAYALONG,5.00,5.50,,#1 Playalongs TRP,,Playalongs T&G #1 TRP,TITLE_DRIFT,ERP title differs
XW-521.07,live,ACTIVE,Tanzl & G'stanzl #1 - Playalongs Posaune,T&G#1 PA POS,T&G#1_PA-POS,,,PLAYALONG,5.00,5.50,,#1 Playalongs POS,,Playalongs T&G #1 POS,TITLE_DRIFT,ERP title differs
XW-521.08,live,ACTIVE,Tanzl & G'stanzl #1 - F-Tuba,T&G#1 FTB,T&G#1_FTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #1 FTB,Tanzl&G'stanzl #1 - F-Tuba,Tanzl & G'stanzl #1 FTB,FNSKU_NOT_IN_REPORT,
XW-521.09,live,ACTIVE,Tanzl & G'stanzl #1 - B-Tuba,T&G#1 BTB,T&G#1_BTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #1 BTB,Tanzl&G'stanzl #1 - B-Tuba,Tanzl & G'stanzl #1 BTB,FNSKU_NOT_IN_REPORT,
XW-521.10,live,ACTIVE,Tanzl & G'stanzl #1 - Playalongs F-Tuba,T&G#1 PA FTB,T&G#1_PA-FTB,,,PLAYALONG,5.00,5.50,,#1 Playalongs FTB,,Playalongs T&G #1 FTB,TITLE_DRIFT,ERP title differs
XW-521.11,live,ACTIVE,Tanzl & G'stanzl #1 - Playalongs B-Tuba,T&G#1 PA BTB,T&G#1_PA-BTB,,,PLAYALONG,5.00,5.50,,#1 Playalongs BTB,,Playalongs T&G #1 BTB,TITLE_DRIFT,ERP title differs
XW-521.12,live,ACTIVE,Tanzl & G'stanzl #1 - Playalongs in C,T&G#1 PA in C,T&G#1_PA-in C,,,PLAYALONG,5.00,5.50,,#1 Playalongs in C,,Playalongs T&G#1 in C,TITLE_DRIFT,ERP title differs
XW-521.13,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in B (hoch),T&G#1 2B-h,T&G#1_2B-h,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (hoch),,ZST T&G#1 - 2.St. B hoch,TITLE_DRIFT,ERP title differs
XW-521.13-P,live,ACTIVE,Tanzl & G'stanzl #1 - 2. Stimme in B (hoch),T&G#1 2B-h,T&G#1_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (hoch) 🖨️,Tanzl&G'stanzl #1 / 2.Stimme in B (hoch) [PRINT],ZST T&G#1_2B-hoch,TITLE_DRIFT,ERP title differs
XW-522.01,live,ACTIVE,Tanzl & G'stanzl #2 - Trompete,T&G#2 TRP,T&G#2_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #2 TRP,Tanzl&G'stanzl #2 - Trompete,Tanzl & G'stanzl #2 TRP,FNSKU_NOT_IN_REPORT,
