sku,canonical_sku,legacy_sku_aliases,parent_sku,product_group_id,group_key,grouping_confidence,canonical_variant,variant_role,status,record_state,active,review_required,brand,catalog_line,category_primary,series,series_code,volume,work_title,product_kind,product_type,instrument,voice,transposition,register,clef,ensemble,scoring,voice_count,arrangement_variant,format,title_full,title_short,code_short,description,content_status,content_source,bullet_point_1,bullet_point_2,bullet_point_3,bullet_point_4,bullet_point_5,tags,price_net,vat_percent,price_gross,currency,price_source,stock_on_hand,stock_enabled,weight_grams,isbn13,isbn10,ean,asin,asin_source,asin_verified,fnsku,fnsku_status,amazon_seller_sku,amazon_status,amazon_product_type,amazon_product_id_type,amazon_product_id,amazon_fulfillment,amazon_quantity,amazon_title,amazon_item_name,amazon_description_html,sync_wix,wix_publish_eligible,wix_handle_id,wix_handle_ids_all,wix_visible,wix_collections,wix_media_urls,wix_description_html,sync_sevdesk,erp_category,sync_amazon,source_title_xlsx,source_title_wix,source_title_erp,title_source,source_of_truth,sot_row,sot_status,derived_from_sku,channel_cleanup_required,channel_cleanup_notes,conflict_flags,conflict_notes
XW-1205,XW-1205,,,28c57afc-3720-51aa-912d-3dd61ab34ea8,RESERVED|XW-1205,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,TanzlMusi-Edition,Reserviert,,,,,RESERVED,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-1205,Reserviert XW-1205,XW-1205,Reserviert - XW-1205 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,51,RESERVED,,false,,,
XW-1206,XW-1206,,,5d762c18-6007-55df-9480-2b32fbd87517,RESERVED|XW-1206,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,TanzlMusi-Edition,Reserviert,,,,,RESERVED,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-1206,Reserviert XW-1206,XW-1206,Reserviert - XW-1206 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,52,RESERVED,,false,,,
XW-1207,XW-1207,,,50a828ba-4ad0-58c4-9043-cfb46979da99,RESERVED|XW-1207,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,TanzlMusi-Edition,Reserviert,,,,,RESERVED,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-1207,Reserviert XW-1207,XW-1207,Reserviert - XW-1207 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,53,RESERVED,,false,,,
XW-1208,XW-1208,,,9ee94875-550f-5e2a-9b3d-bfdc1828868f,RESERVED|XW-1208,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,TanzlMusi-Edition,Reserviert,,,,,RESERVED,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-1208,Reserviert XW-1208,XW-1208,Reserviert - XW-1208 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,54,RESERVED,,false,,,
XW-1209,XW-1209,,,2272f530-30f6-5aa1-a0e5-73c00dd91839,RESERVED|XW-1209,LOW,true,CANONICAL,draft,RESERVED,false,false,XeisWorks,TanzlMusi-Edition,Reserviert,,,,,RESERVED,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-1209,Reserviert XW-1209,XW-1209,Reserviert - XW-1209 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,55,RESERVED,,false,,,
XW-4000,XW-4000,XW-400,,d000219f-bf3f-5c4d-a9d8-cbc0fffdb3c1,NOTEN|div. blechhaufn-noten,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Div. Blechhaufn-Noten,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Div. Blechhaufn-Noten,Div. Blechhaufn-Noten,Div._Blechhaufn-Noten,Div. Blechhaufn-Noten ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Blechhaufn_Physisch,false,Div. Blechhaufn-Noten,,Div. Blechhaufn-Noten,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,6,EXACT,,true,Legacy SKU(s) XW-400 auf XW-4000 normalisieren; sku_alias für Historie beibehalten.,,
XW-4000.1,XW-4000.1,XW-400.1,XW-4000,d000219f-bf3f-5c4d-a9d8-cbc0fffdb3c1,NOTEN|div. blechhaufn-noten,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Zusatzstimme BH-Noten,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Div. Blechhaufn-Noten,Div. Blechhaufn-Noten,Div._Blechhaufn-Noten,Div. Blechhaufn-Noten ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,2.27,10.00,2.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Blechhaufn_Physisch,false,Div. Blechhaufn-Noten,,Zusatzstimme BH-Noten,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,6,DERIVED,,true,Legacy SKU(s) XW-400.1 auf XW-4000.1 normalisieren; sku_alias für Historie beibehalten.,,
XW-4001,XW-4001,XW-401,,27bf0cb5-8b17-57e3-9e56-b505d576620b,NOTEN|kirchen-7er,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Kirchen-7er,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Kirchen-7er,Kirchen-7er,Kirchen-7er,Kirchen-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,18.09,10.00,19.90,EUR,ERP_NET,0.00,false,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,Kirchen-7er,,#1 Kirchen-7er,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,7,EXACT,,true,Legacy SKU(s) XW-401 auf XW-4001 normalisieren; sku_alias für Historie beibehalten.,,
XW-4001.2,XW-4001.2,XW-401.2,XW-4001,27bf0cb5-8b17-57e3-9e56-b505d576620b,NOTEN|kirchen-7er,HIGH,false,FORMAT_VARIANT|LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,#1 Kirchen-7er,SCORE,digital,,,,,,,7-stimmig,7,,PRINT_AT_HOME,Kirchen-7er,Kirchen-7er,Kirchen-7er,Kirchen-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PRINT_AT_HOME,Kategorie: Noten,,,,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Print@Home,false,Kirchen-7er,,#1 Kirchen-7er,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,7,DERIVED,,true,Legacy SKU(s) XW-401.2 auf XW-4001.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4001.4,XW-4001.4,XW-401.4,XW-4001,27bf0cb5-8b17-57e3-9e56-b505d576620b,NOTEN|kirchen-7er,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,ZST Kirchen7er: Hrn1 in F,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Kirchen-7er,Kirchen-7er,Kirchen-7er,Kirchen-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,2.50,10.00,2.75,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Hefte,false,Kirchen-7er,,ZST Kirchen7er: Hrn1 in F,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,7,DERIVED,,true,Legacy SKU(s) XW-401.4 auf XW-4001.4 normalisieren; sku_alias für Historie beibehalten.,,
XW-4001.5,XW-4001.5,XW-401.5,XW-4001,27bf0cb5-8b17-57e3-9e56-b505d576620b,NOTEN|kirchen-7er,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,ZST Kirchen7er: Hrn.2 in F,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Kirchen-7er,Kirchen-7er,Kirchen-7er,Kirchen-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,2.50,10.00,2.75,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Hefte,false,Kirchen-7er,,ZST Kirchen7er: Hrn.2 in F,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,7,DERIVED,,true,Legacy SKU(s) XW-401.5 auf XW-4001.5 normalisieren; sku_alias für Historie beibehalten.,,
XW-4001.6,XW-4001.6,XW-401.6,XW-4001,27bf0cb5-8b17-57e3-9e56-b505d576620b,NOTEN|kirchen-7er,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,ZST Kirchen7er: Hrn.3 in F,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Kirchen-7er,Kirchen-7er,Kirchen-7er,Kirchen-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,2.50,10.00,2.75,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Hefte,false,Kirchen-7er,,ZST Kirchen7er: Hrn.3 in F,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,7,DERIVED,,true,Legacy SKU(s) XW-401.6 auf XW-4001.6 normalisieren; sku_alias für Historie beibehalten.,,
XW-4002,XW-4002,XW-402,,434c2397-2b66-5418-a491-ebaa269106d6,NOTEN|advent-7er,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Advent-7er,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Advent-7er,Advent-7er,Advent-7er,Advent-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,18.09,10.00,19.90,EUR,ERP_NET,-2.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks digital,false,Advent-7er,,#2 Advent-7er,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,8,EXACT,,true,Legacy SKU(s) XW-402 auf XW-4002 normalisieren; sku_alias für Historie beibehalten.,,
XW-4002.2,XW-4002.2,XW-402.2,XW-4002,434c2397-2b66-5418-a491-ebaa269106d6,NOTEN|advent-7er,HIGH,false,FORMAT_VARIANT|LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,#2 Advent-7er,SCORE,digital,,,,,,,7-stimmig,7,,PRINT_AT_HOME,Advent-7er,Advent-7er,Advent-7er,Advent-7er ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PRINT_AT_HOME,Kategorie: Noten,,,,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Print@Home,false,Advent-7er,,#2 Advent-7er,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,8,DERIVED,,true,Legacy SKU(s) XW-402.2 auf XW-4002.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4003,XW-4003,XW-403,,1faa1ba5-9259-5e68-88c5-98919c710a11,NOTEN|in gedanken bin i bei dir,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,In Gedanken bin i bei dir,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,In Gedanken bin i bei dir,In Gedanken bin i bei dir,In_Gedanken_bin_i_bei_dir,In Gedanken bin i bei dir ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,22.64,10.00,24.90,EUR,ERP_NET,4.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_ba584883-bf76-6829-0262-ea066e1153fb,product_ba584883-bf76-6829-0262-ea066e1153fb,true,Blechhauf'n|B2B|Brass_7stimmig|BH - Wirtshausrunde,4f718e_dbeea62ce1d64a1e8303da328bdaad8a~mv2.jpg|4f718e_24833dc13d684112ba173b920eb79115~mv2.jpg|4f718e_e041123d75d94c94935139c879d55cbc~mv2.jpg|4f718e_c2dddf5c1a7246beac0138132426d01b,<p>Kärntnerlied von Hedi Preissegger</p><p>Arr.: Bernhard Holl</p>,true,XeisWorks_Print@Home,false,In Gedanken bin i bei dir,In Gedanken bin i bei dir,In Gedanken bin i bei dir,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,9,EXACT,,true,Legacy SKU(s) XW-403 auf XW-4003 normalisieren; sku_alias für Historie beibehalten.,,
XW-4003.2,XW-4003.2,XW-403.2,XW-4003,1faa1ba5-9259-5e68-88c5-98919c710a11,NOTEN|in gedanken bin i bei dir,HIGH,false,FORMAT_VARIANT|LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,In Gedanken bin i bei dir,SCORE,digital,,,,,,,7-stimmig,7,,PRINT_AT_HOME,In Gedanken bin i bei dir,In Gedanken bin i bei dir,In_Gedanken_bin_i_bei_dir,In Gedanken bin i bei dir ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PRINT_AT_HOME,Kategorie: Noten,,,,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,XeisWorks_Print@Home,false,In Gedanken bin i bei dir,,In Gedanken bin i bei dir,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,9,DERIVED,,true,Legacy SKU(s) XW-403.2 auf XW-4003.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4004,XW-4004,XW-404,,07fe2674-4720-5dbe-95ac-239032b7cfa4,NOTEN|übermorgen,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Übermorgen,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Übermorgen,Übermorgen,Übermorgen,Übermorgen ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_80a6edc3-89bd-2811-a287-9fcd6f9f9c8f,product_80a6edc3-89bd-2811-a287-9fcd6f9f9c8f,true,Blechhauf'n|B2B|Brass_7stimmig|BH - VorÜbermorgen,4f718e_44c47ab17861433daad59a876ef6303a~mv2.jpg|4f718e_dceae40cb62a4ebe9f654ee6a321c4ea~mv2.jpg|4f718e_eeca9fb4139242e88f42dd6105bacc38~mv2.jpg|4f718e_528959199be44d54992e52789bd32712,<p>Komp./Arr.: Albert Wieder</p>,true,Cumulus_Physisch,false,Übermorgen,Übermorgen,Übermorgen,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,10,EXACT,,true,Legacy SKU(s) XW-404 auf XW-4004 normalisieren; sku_alias für Historie beibehalten.,,
XW-4005,XW-4005,XW-405,,ce3aa6fd-af32-5013-8cea-bc83af04876b,NOTEN|bin's a junger witwer,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Bin's a junger Witwer,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Bin's a junger Witwer,Bin's a junger Witwer,Bin's_a_junger_Witwer,Bin's a junger Witwer ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,ERP_NET,3.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_b6107e39-0464-534f-b55e-e7df3c85b405,product_b6107e39-0464-534f-b55e-e7df3c85b405,true,Blechhauf'n|B2B|Brass_7stimmig|BH - VorÜbermorgen,4f718e_6d1aa15c31964027a6afd34703b093fd~mv2.jpg|4f718e_7855658699a447daa3407e27c0823211~mv2.jpg|4f718e_93c9c94cf8fc4cd28e216ac280bed480~mv2.jpg|4f718e_e53a5dd5382a496899911e5fe32f50b9,<p><strong>Volksweise</strong></p><p>Arr.: da Blechhauf'n</p>,true,Cumulus_Physisch,false,Bin's a junger Witwer,Bin's a junger Witwer,Bin's a junger Witwer,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,11,EXACT,,true,Legacy SKU(s) XW-405 auf XW-4005 normalisieren; sku_alias für Historie beibehalten.,,
XW-4005.2,XW-4005.2,XW-405.2,XW-4005,ce3aa6fd-af32-5013-8cea-bc83af04876b,NOTEN|bin's a junger witwer,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Bin's a junger Witwer,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Bin's a junger Witwer,Bin's a junger Witwer,Bin's_a_junger_Witwer,Bin's a junger Witwer ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Cumulus_Physisch,false,Bin's a junger Witwer,,Bin's a junger Witwer,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,11,DERIVED,,true,Legacy SKU(s) XW-405.2 auf XW-4005.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4006,XW-4006,XW-406,,054e6b81-2c65-5924-bdac-65cf8aa0541f,NOTEN|urlaubspolka,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Urlaubspolka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Urlaubspolka,Urlaubspolka,Urlaubspolka,Urlaubspolka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_c950874d-eb06-7a29-9b17-c8fa860ee641,product_c950874d-eb06-7a29-9b17-c8fa860ee641,true,Blechhauf'n|B2B|Brass_7stimmig|BH - VorÜbermorgen,4f718e_b0336cab1f154db092ed33d15f6d4bd7~mv2.jpg|4f718e_ae89858f870040ee9582f6f6e92a6c93~mv2.jpg|4f718e_b98491262f0543ef96d8bf44525d0477~mv2.jpg|4f718e_a1638bfa9c6c42728f1402fcd9aab2ce,<p><strong>Volksweise</strong></p><p>Arr.: Albert Wieder</p>,true,Cumulus_Physisch,false,Urlaubspolka,Urlaubspolka,Urlaubspolka,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,12,EXACT,,true,Legacy SKU(s) XW-406 auf XW-4006 normalisieren; sku_alias für Historie beibehalten.,,
XW-4006.2,XW-4006.2,XW-406.2,XW-4006,054e6b81-2c65-5924-bdac-65cf8aa0541f,NOTEN|urlaubspolka,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Urlaubspolka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Urlaubspolka,Urlaubspolka,Urlaubspolka,Urlaubspolka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Cumulus_Physisch,false,Urlaubspolka,,Urlaubspolka,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,12,DERIVED,,true,Legacy SKU(s) XW-406.2 auf XW-4006.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4007,XW-4007,XW-407,,6a77a1df-177f-5c35-81a7-5707c697801d,NOTEN|30er-polka,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,30er-Polka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,30er-Polka,30er-Polka,30er-Polka,30er-Polka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,WIX_GROSS,,,175.0,,,,,,,,,,,,,,,,,,,true,true,product_6c12c090-b6fc-2eb5-fa87-21ec18ac1aac,product_6c12c090-b6fc-2eb5-fa87-21ec18ac1aac,true,Blechhauf'n|B2B|Brass_7stimmig|BH - VorÜbermorgen,4f718e_da2f3100029f4991adb7cb150b32af65~mv2.jpg|4f718e_a9a1080ae919452188c900614954cca7~mv2.jpg|4f718e_d99178f3f96844ba9d19488e2c51b857~mv2.jpg|4f718e_b24af376269c4789ba1624429ed86777,<p>Komp./Arr.: Albert Wieder</p>,false,,false,30er-Polka,30'er-Polka,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,13,EXACT,,true,Legacy SKU(s) XW-407 auf XW-4007 normalisieren; sku_alias für Historie beibehalten.,,
XW-4007.2,XW-4007.2,XW-407.2,XW-4007,6a77a1df-177f-5c35-81a7-5707c697801d,NOTEN|30er-polka,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,30er-Polka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,30er-Polka,30er-Polka,30er-Polka,30er-Polka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Cumulus_Physisch,false,30er-Polka,,30er-Polka,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,13,DERIVED,,true,Legacy SKU(s) XW-407.2 auf XW-4007.2 normalisieren; sku_alias für Historie beibehalten.,,
XW-4008,XW-4008,XW-408,,5bd785e5-edd1-576c-91ef-fa8e25c9cca8,NOTEN|pfoarramadl,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Pfoarramadl,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Pfoarramadl,Pfoarramadl,Pfoarramadl,Pfoarramadl ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,WIX_GROSS,,,175.0,,,,,,,,,,,,,,,,,,,true,true,product_e822651b-4269-973a-40a6-5c1977b279f5,product_e822651b-4269-973a-40a6-5c1977b279f5,true,Blechhauf'n|B2B|Brass_7stimmig|BH - VorÜbermorgen,4f718e_9c6e04409acb4c36ac154bcf3354d9fb~mv2.jpg|4f718e_5fdebbf1a82840c3a16d12d36ea39e05~mv2.jpg|4f718e_6bcc7327fdd041b3b007ba60863b64c1~mv2.jpg|4f718e_a518ff68b3c9432ebeb70e808fa25583,<p><strong>Volksweise</strong></p><p>Arr.: da Blechhauf'n</p>,false,,false,Pfoarramadl,Pfoarramadl,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,14,EXACT,,true,Legacy SKU(s) XW-408 auf XW-4008 normalisieren; sku_alias für Historie beibehalten.,,
XW-4008.2,XW-4008.2,XW-408.2,XW-4008,5bd785e5-edd1-576c-91ef-fa8e25c9cca8,NOTEN|pfoarramadl,HIGH,false,LEGACY_VARIANT,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Pfoarramadl,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Pfoarramadl,Pfoarramadl,Pfoarramadl,Pfoarramadl ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Cumulus_Physisch,false,Pfoarramadl,,Pfoarramadl,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,14,DERIVED,,true,Legacy SKU(s) XW-408.2 auf XW-4008.2 normalisieren; sku_alias für Historie beibehalten.,,
